Virgin_Spawning_Biomass Spawning_Biomass_1971  SpBiom_2004_1 SpBiom_2005_1 SpBiom_2006_1 SpBiom_2007_1  SpBiom_2004_2 SpBiom_2005_2 SpBiom_2006_2 SpBiom_2007_2  SpBiom_2004_3 SpBiom_2005_3 SpBiom_2006_3 SpBiom_2007_3  SpBiom_2004_4 SpBiom_2005_4 SpBiom_2006_4 SpBiom_2007_4  SpBiom_2004_5 SpBiom_2005_5 SpBiom_2006_5 SpBiom_2007_5  SpBiom_2004_6 SpBiom_2005_6 SpBiom_2006_6 SpBiom_2007_6  SpBiom_2004_7 SpBiom_2005_7 SpBiom_2006_7 SpBiom_2007_7  SpBiom_2004_8 SpBiom_2005_8 SpBiom_2006_8 SpBiom_2007_8  SpBiom_2004_9 SpBiom_2005_9 SpBiom_2006_9 SpBiom_2007_9  SpBiom_2004_10 SpBiom_2005_10 SpBiom_2006_10 SpBiom_2007_10  SpBiom_2004_11 SpBiom_2005_11 SpBiom_2006_11 SpBiom_2007_11  SpBiom_2004_12 SpBiom_2005_12 SpBiom_2006_12 SpBiom_2007_12  
7.97962e+006 1.32598e+006  970810 1.13125e+006 1.57787e+006 2.33028e+006  970810 1.0846e+006 1.47088e+006 2.14768e+006  970810 1.03795e+006 1.36875e+006 1.98042e+006  970810 991304 1.27148e+006 1.82774e+006  970810 944655 1.17907e+006 1.68891e+006  970810 898005 1.09152e+006 1.56319e+006  970810 851356 1.00883e+006 1.44983e+006  970810 804707 930992 1.34809e+006  970810 758057 858016 1.25724e+006  970810 711408 789898 1.17652e+006  970810 664758 726640 1.1052e+006  970810 618109 668240 1.04253e+006 
7.14613e+006 1.47799e+006  778178 911897 1.49893e+006 1.9359e+006  778178 875381 1.41186e+006 1.78085e+006  778178 838865 1.3286e+006 1.63813e+006  778178 802349 1.24914e+006 1.50716e+006  778178 765833 1.17349e+006 1.38736e+006  778178 729318 1.10165e+006 1.27814e+006  778178 692802 1.03362e+006 1.17892e+006  778178 656286 969388 1.08911e+006  778178 619770 908967 1.00814e+006  778178 583255 852352 935416  778178 546739 799544 870356  778178 510223 750543 812376 
7.49087e+006 1.49488e+006  755270 886289 1.34573e+006 1.84765e+006  755270 851541 1.26124e+006 1.69745e+006  755270 816793 1.18043e+006 1.55938e+006  755270 782045 1.10329e+006 1.43287e+006  755270 747297 1.02982e+006 1.31736e+006  755270 712549 960039 1.21228e+006  755270 677801 893931 1.11705e+006  755270 643053 831500 1.0311e+006  755270 608305 772746 953863  755270 573557 717669 884771  755270 538810 666269 823251  755270 504062 618547 768732 
8.90565e+006 1.42222e+006  829616 942708 1.39688e+006 1.91834e+006  829616 905276 1.30676e+006 1.76063e+006  829616 867844 1.22056e+006 1.61583e+006  829616 830412 1.13831e+006 1.48334e+006  829616 792980 1.05998e+006 1.36254e+006  829616 755548 985597 1.25282e+006  829616 718116 915147 1.15358e+006  829616 680684 848631 1.06421e+006  829616 643252 786052 984107  829616 605820 727408 912651  829616 568388 672699 849240  829616 530956 621926 793263 
7.71703e+006 1.33212e+006  778376 870142 1.44365e+006 1.67328e+006  778376 836067 1.36074e+006 1.52697e+006  778376 801992 1.28138e+006 1.39236e+006  778376 767916 1.20555e+006 1.26893e+006  778376 733841 1.13328e+006 1.15611e+006  778376 699765 1.06454e+006 1.05337e+006  778376 665690 999349 960152  778376 631615 937701 875921  778376 597539 879597 800129  778376 563464 825036 732230  778376 529388 774018 671677  778376 495313 726544 617927 
7.74286e+006 1.47604e+006  955594 1.0564e+006 1.65762e+006 2.16188e+006  955594 1.01271e+006 1.55522e+006 1.9833e+006  955594 969027 1.45738e+006 1.81931e+006  955594 925340 1.36408e+006 1.6692e+006  955594 881652 1.27534e+006 1.53228e+006  955594 837965 1.19115e+006 1.40786e+006  955594 794278 1.11151e+006 1.29524e+006  955594 750590 1.03641e+006 1.19371e+006  955594 706903 965872 1.1026e+006  955594 663216 899881 1.02119e+006  955594 619528 838441 948797  955594 575841 781550 884719 
6.83372e+006 1.45816e+006  987176 1.08712e+006 1.55895e+006 2.39407e+006  987176 1.04107e+006 1.45374e+006 2.21418e+006  987176 995015 1.35331e+006 2.04937e+006  987176 948963 1.25768e+006 1.89891e+006  987176 902911 1.16684e+006 1.76206e+006  987176 856859 1.08079e+006 1.6381e+006  987176 810807 999535 1.52629e+006  987176 764755 923069 1.4259e+006  987176 718703 851395 1.33621e+006  987176 672651 784513 1.25647e+006  987176 626600 722422 1.18596e+006  987176 580548 665123 1.12395e+006 
6.65163e+006 1.4349e+006  882866 974753 1.43541e+006 1.7724e+006  882866 934132 1.34186e+006 1.61381e+006  882866 893510 1.25251e+006 1.46858e+006  882866 852889 1.16737e+006 1.33606e+006  882866 812267 1.08644e+006 1.21562e+006  882866 771645 1.00973e+006 1.1066e+006  882866 731024 937220 1.00837e+006  882866 690402 868923 920277  882866 649780 804838 841686  882866 609159 744962 771953  882866 568537 689297 710433  882866 527915 637842 656483 
6.7474e+006 1.38568e+006  865776 966861 1.21602e+006 1.35702e+006  865776 928064 1.12462e+006 1.20625e+006  865776 889268 1.0373e+006 1.06873e+006  865776 850471 954067 943824  865776 811674 874920 830899  865776 772877 799857 729325  865776 734081 728880 638471  865776 695284 661986 557705  865776 656487 599178 486396  865776 617690 540454 423912  865776 578894 485814 369622  865776 540097 435260 322893 
6.93804e+006 1.35392e+006  942895 1.05303e+006 1.45816e+006 1.88963e+006  942895 1.01121e+006 1.35802e+006 1.71901e+006  942895 969379 1.26229e+006 1.5628e+006  942895 927552 1.17098e+006 1.42032e+006  942895 885725 1.08407e+006 1.29089e+006  942895 843898 1.00158e+006 1.17382e+006  942895 802071 923500 1.06845e+006  942895 760244 849830 974071  942895 718417 780571 890020  942895 676590 715723 815611  942895 634763 655286 750162  942895 592936 599261 692992 
6.80552e+006 1.32953e+006  981138 1.09619e+006 1.67808e+006 1.8688e+006  981138 1.05064e+006 1.57058e+006 1.68228e+006  981138 1.0051e+006 1.46789e+006 1.51129e+006  981138 959551 1.37e+006 1.35508e+006  981138 914006 1.27693e+006 1.21291e+006  981138 868461 1.18867e+006 1.08402e+006  981138 822916 1.10522e+006 967689  981138 777371 1.02658e+006 863158  981138 731826 952748 769685  981138 686281 883728 686528  981138 640736 819519 612942  981138 595192 760121 548183 
7.15835e+006 1.38497e+006  1.22504e+006 1.36544e+006 1.85979e+006 2.53235e+006  1.22504e+006 1.31011e+006 1.7306e+006 2.31353e+006  1.22504e+006 1.25479e+006 1.60718e+006 2.11324e+006  1.22504e+006 1.19946e+006 1.48952e+006 1.9306e+006  1.22504e+006 1.14414e+006 1.37764e+006 1.76472e+006  1.22504e+006 1.08882e+006 1.27152e+006 1.61472e+006  1.22504e+006 1.03349e+006 1.17117e+006 1.47972e+006  1.22504e+006 978167 1.07658e+006 1.35883e+006  1.22504e+006 922842 987770 1.25116e+006  1.22504e+006 867517 904723 1.15584e+006  1.22504e+006 812193 827444 1.07198e+006  1.22504e+006 756868 755933 998696 
6.65472e+006 1.46055e+006  1.3046e+006 1.48161e+006 1.81664e+006 2.28063e+006  1.3046e+006 1.42233e+006 1.67863e+006 2.05326e+006  1.3046e+006 1.36305e+006 1.54682e+006 1.8458e+006  1.3046e+006 1.30377e+006 1.4212e+006 1.65731e+006  1.3046e+006 1.24449e+006 1.30178e+006 1.48683e+006  1.3046e+006 1.1852e+006 1.18855e+006 1.3334e+006  1.3046e+006 1.12592e+006 1.08152e+006 1.19609e+006  1.3046e+006 1.06664e+006 980688 1.07393e+006  1.3046e+006 1.00736e+006 886050 965975  1.3046e+006 948081 797608 871271  1.3046e+006 888800 715362 788869  1.3046e+006 829519 639312 717815 
6.74937e+006 1.43693e+006  1.35001e+006 1.53243e+006 1.95669e+006 2.26312e+006  1.35001e+006 1.46803e+006 1.80946e+006 2.02122e+006  1.35001e+006 1.40363e+006 1.66901e+006 1.80071e+006  1.35001e+006 1.33923e+006 1.53533e+006 1.60053e+006  1.35001e+006 1.27483e+006 1.40843e+006 1.41965e+006  1.35001e+006 1.21043e+006 1.2883e+006 1.25703e+006  1.35001e+006 1.14602e+006 1.17495e+006 1.11161e+006  1.35001e+006 1.08162e+006 1.06838e+006 982369  1.35001e+006 1.01722e+006 968581 868253  1.35001e+006 952820 875559 768223  1.35001e+006 888419 789313 681238  1.35001e+006 824017 709843 606255 
6.76109e+006 1.38615e+006  1.27299e+006 1.45941e+006 1.98983e+006 2.76602e+006  1.27299e+006 1.40372e+006 1.85574e+006 2.53573e+006  1.27299e+006 1.34802e+006 1.72746e+006 2.32465e+006  1.27299e+006 1.29232e+006 1.605e+006 2.13189e+006  1.27299e+006 1.23663e+006 1.48835e+006 1.95653e+006  1.27299e+006 1.18093e+006 1.37751e+006 1.7977e+006  1.27299e+006 1.12524e+006 1.27248e+006 1.65448e+006  1.27299e+006 1.06954e+006 1.17327e+006 1.52598e+006  1.27299e+006 1.01384e+006 1.07987e+006 1.41131e+006  1.27299e+006 958147 992276 1.30956e+006  1.27299e+006 902451 910497 1.21984e+006  1.27299e+006 846755 834531 1.14126e+006 
6.93915e+006 1.39145e+006  1.4571e+006 1.65361e+006 2.10686e+006 2.53566e+006  1.4571e+006 1.58877e+006 1.95423e+006 2.28171e+006  1.4571e+006 1.52394e+006 1.80834e+006 2.04971e+006  1.4571e+006 1.4591e+006 1.66921e+006 1.83861e+006  1.4571e+006 1.39427e+006 1.53683e+006 1.64739e+006  1.4571e+006 1.32943e+006 1.4112e+006 1.475e+006  1.4571e+006 1.2646e+006 1.29232e+006 1.32041e+006  1.4571e+006 1.19977e+006 1.18019e+006 1.18256e+006  1.4571e+006 1.13493e+006 1.07481e+006 1.06044e+006  1.4571e+006 1.0701e+006 976186 952983  1.4571e+006 1.00526e+006 884312 859168  1.4571e+006 940428 799189 777951 
6.86675e+006 1.39991e+006  1.325e+006 1.51927e+006 1.99987e+006 2.28201e+006  1.325e+006 1.45925e+006 1.85872e+006 2.04534e+006  1.325e+006 1.39923e+006 1.72384e+006 1.82899e+006  1.325e+006 1.33921e+006 1.59521e+006 1.632e+006  1.325e+006 1.27919e+006 1.47285e+006 1.4534e+006  1.325e+006 1.21917e+006 1.35676e+006 1.29223e+006  1.325e+006 1.15915e+006 1.24692e+006 1.14753e+006  1.325e+006 1.09913e+006 1.14335e+006 1.01833e+006  1.325e+006 1.03911e+006 1.04604e+006 903667  1.325e+006 979089 954997 802575  1.325e+006 919069 870214 714089  1.325e+006 859049 791693 637246 
6.81944e+006 1.37519e+006  1.05273e+006 1.21508e+006 2.13468e+006 2.49901e+006  1.05273e+006 1.16889e+006 2.02071e+006 2.29177e+006  1.05273e+006 1.12269e+006 1.91156e+006 2.10065e+006  1.05273e+006 1.0765e+006 1.80724e+006 1.92492e+006  1.05273e+006 1.0303e+006 1.70773e+006 1.76382e+006  1.05273e+006 984108 1.61305e+006 1.61662e+006  1.05273e+006 937913 1.52318e+006 1.48257e+006  1.05273e+006 891718 1.43814e+006 1.36092e+006  1.05273e+006 845523 1.35791e+006 1.25092e+006  1.05273e+006 799328 1.28251e+006 1.15184e+006  1.05273e+006 753133 1.21193e+006 1.06293e+006  1.05273e+006 706938 1.14617e+006 983434 
8.09025e+006 1.34218e+006  999523 1.17889e+006 1.90153e+006 2.33438e+006  999523 1.13327e+006 1.79184e+006 2.13785e+006  999523 1.08765e+006 1.6869e+006 1.95687e+006  999523 1.04204e+006 1.58668e+006 1.79072e+006  999523 996419 1.4912e+006 1.63868e+006  999523 950801 1.40045e+006 1.50001e+006  999523 905183 1.31443e+006 1.37399e+006  999523 859565 1.23315e+006 1.25989e+006  999523 813947 1.1566e+006 1.15699e+006  999523 768329 1.08478e+006 1.06456e+006  999523 722711 1.0177e+006 981875  999523 677093 955349 908202 
8.71832e+006 1.44068e+006  891657 1.01911e+006 1.35758e+006 1.85856e+006  891657 979562 1.26363e+006 1.6984e+006  891657 940015 1.17378e+006 1.55171e+006  891657 900469 1.08805e+006 1.41782e+006  891657 860922 1.00643e+006 1.29613e+006  891657 821376 928917 1.18599e+006  891657 781829 855518 1.08678e+006  891657 742282 786230 997854  891657 702736 721054 918589  891657 663189 659989 848351  891657 623643 603036 786507  891657 584096 550194 732427 
9.13759e+006 1.39167e+006  1.02366e+006 1.1598e+006 1.62369e+006 2.10366e+006  1.02366e+006 1.11317e+006 1.5137e+006 1.91587e+006  1.02366e+006 1.06655e+006 1.4086e+006 1.74387e+006  1.02366e+006 1.01993e+006 1.30837e+006 1.58689e+006  1.02366e+006 973305 1.21303e+006 1.44419e+006  1.02366e+006 926682 1.12256e+006 1.31501e+006  1.02366e+006 880059 1.03697e+006 1.19862e+006  1.02366e+006 833437 956259 1.09425e+006  1.02366e+006 786814 880428 1.00116e+006  1.02366e+006 740191 809476 918590  1.02366e+006 693568 743404 845802  1.02366e+006 646946 682211 782039 
7.21315e+006 1.41616e+006  825388 941976 1.56944e+006 1.86282e+006  825388 903816 1.47751e+006 1.69765e+006  825388 865657 1.38963e+006 1.5457e+006  825388 827497 1.30579e+006 1.40634e+006  825388 789338 1.22599e+006 1.27895e+006  825388 751178 1.15024e+006 1.16291e+006  825388 713019 1.07852e+006 1.05758e+006  825388 674859 1.01085e+006 962342  825388 636700 947228 876565  825388 598540 887645 799622  825388 560381 832105 730889  825388 522221 780607 669736 
7.59939e+006 1.39771e+006  633376 755908 1.03847e+006 1.59444e+006  633376 727998 970506 1.47464e+006  633376 700089 905442 1.36452e+006  633376 672180 843277 1.26364e+006  633376 644271 784008 1.17156e+006  633376 616362 727638 1.08781e+006  633376 588453 674165 1.01196e+006  633376 560543 623589 943569  633376 532634 575911 882178  633376 504725 531131 827344  633376 476816 489249 778622  633376 448907 450264 735565 
8.312e+006 1.36908e+006  777991 884951 1.16174e+006 1.51983e+006  777991 851290 1.08161e+006 1.38379e+006  777991 817630 1.00493e+006 1.25914e+006  777991 783970 931718 1.14534e+006  777991 750309 861961 1.04186e+006  777991 716649 795662 948174  777991 682988 732821 863756  777991 649328 673439 788075  777991 615667 617515 720601  777991 582007 565049 660805  777991 548347 516042 608158  777991 514686 470493 562132 
9.07926e+006 1.35615e+006  778983 876252 1.11918e+006 1.4209e+006  778983 841600 1.03743e+006 1.28421e+006  778983 806948 959301 1.15929e+006  778983 772296 884787 1.04556e+006  778983 737644 813892 942491  778983 702992 746615 849510  778983 668340 682957 766064  778983 633688 622916 691597  778983 599036 566494 625552  778983 564384 513690 567371  778983 529732 464504 516498  778983 495080 418937 472376 
8.82889e+006 1.39643e+006  789108 891770 1.076e+006 1.66139e+006  789108 856884 994038 1.52435e+006  789108 821998 915702 1.39908e+006  789108 787112 840993 1.28502e+006  789108 752226 769911 1.18161e+006  789108 717340 702456 1.0883e+006  789108 682454 638628 1.00453e+006  789108 647568 578426 929745  789108 612682 521852 863388  789108 577796 468905 804904  789108 542910 419585 753736  789108 508024 373892 709329 
7.96455e+006 1.47383e+006  1.15673e+006 1.33553e+006 1.71802e+006 2.13102e+006  1.15673e+006 1.28075e+006 1.58982e+006 1.91676e+006  1.15673e+006 1.22597e+006 1.46745e+006 1.72118e+006  1.15673e+006 1.1712e+006 1.3509e+006 1.54338e+006  1.15673e+006 1.11642e+006 1.24017e+006 1.38247e+006  1.15673e+006 1.06164e+006 1.13527e+006 1.23754e+006  1.15673e+006 1.00687e+006 1.03619e+006 1.10769e+006  1.15673e+006 952088 942928 992009  1.15673e+006 897312 855493 889607  1.15673e+006 842535 773882 799577  1.15673e+006 787758 698093 721018  1.15673e+006 732982 628128 653026 
7.28769e+006 1.51973e+006  963477 1.08428e+006 1.55958e+006 1.91038e+006  963477 1.03883e+006 1.45492e+006 1.73355e+006  963477 993381 1.35503e+006 1.57176e+006  963477 947929 1.2599e+006 1.42427e+006  963477 902478 1.16952e+006 1.29036e+006  963477 857026 1.08391e+006 1.1693e+006  963477 811575 1.00307e+006 1.06036e+006  963477 766123 926977 962805  963477 720672 855650 875917  963477 675220 789083 798963  963477 629769 727278 731215  963477 584318 670234 671944 
6.8893e+006 1.52974e+006  973788 1.13227e+006 1.76493e+006 2.33218e+006  973788 1.08931e+006 1.65902e+006 2.14373e+006  973788 1.04635e+006 1.55764e+006 1.97041e+006  973788 1.00338e+006 1.46078e+006 1.8115e+006  973788 960419 1.36845e+006 1.66631e+006  973788 917455 1.28065e+006 1.53413e+006  973788 874491 1.19738e+006 1.41427e+006  973788 831528 1.11864e+006 1.30602e+006  973788 788564 1.04442e+006 1.20867e+006  973788 745600 974730 1.12154e+006  973788 702636 909568 1.04391e+006  973788 659673 848934 975076 
7.86168e+006 1.48631e+006  1.11873e+006 1.33464e+006 2.07891e+006 2.6289e+006  1.11873e+006 1.28527e+006 1.95616e+006 2.40933e+006  1.11873e+006 1.2359e+006 1.83862e+006 2.20727e+006  1.11873e+006 1.18653e+006 1.72629e+006 2.02193e+006  1.11873e+006 1.13716e+006 1.61915e+006 1.85249e+006  1.11873e+006 1.08779e+006 1.51723e+006 1.69814e+006  1.11873e+006 1.03842e+006 1.4205e+006 1.55809e+006  1.11873e+006 989048 1.32899e+006 1.43151e+006  1.11873e+006 939678 1.24267e+006 1.3176e+006  1.11873e+006 890309 1.16156e+006 1.21556e+006  1.11873e+006 840939 1.08566e+006 1.12457e+006  1.11873e+006 791570 1.01496e+006 1.04383e+006 
7.52034e+006 1.37814e+006  1.08882e+006 1.26936e+006 2.35865e+006 2.64301e+006  1.08882e+006 1.22056e+006 2.23907e+006 2.42374e+006  1.08882e+006 1.17177e+006 2.12455e+006 2.22124e+006  1.08882e+006 1.12297e+006 2.0151e+006 2.03475e+006  1.08882e+006 1.07418e+006 1.91071e+006 1.86348e+006  1.08882e+006 1.02538e+006 1.81139e+006 1.70665e+006  1.08882e+006 976585 1.71714e+006 1.5635e+006  1.08882e+006 927789 1.62795e+006 1.43323e+006  1.08882e+006 878993 1.54383e+006 1.31508e+006  1.08882e+006 830197 1.46477e+006 1.20826e+006  1.08882e+006 781401 1.39078e+006 1.112e+006  1.08882e+006 732605 1.32186e+006 1.02551e+006 
7.46073e+006 1.34539e+006  1.07602e+006 1.22922e+006 1.75302e+006 2.39271e+006  1.07602e+006 1.18002e+006 1.63797e+006 2.19479e+006  1.07602e+006 1.13081e+006 1.52803e+006 2.01333e+006  1.07602e+006 1.08161e+006 1.4232e+006 1.84756e+006  1.07602e+006 1.0324e+006 1.32349e+006 1.69667e+006  1.07602e+006 983197 1.22889e+006 1.5599e+006  1.07602e+006 933991 1.1394e+006 1.43647e+006  1.07602e+006 884786 1.05503e+006 1.32557e+006  1.07602e+006 835580 975770 1.22644e+006  1.07602e+006 786375 901622 1.1383e+006  1.07602e+006 737169 832588 1.06034e+006  1.07602e+006 687964 768667 991806 
8.14176e+006 1.33002e+006  1.04868e+006 1.2322e+006 2.20625e+006 2.45047e+006  1.04868e+006 1.1835e+006 2.0895e+006 2.2386e+006  1.04868e+006 1.13479e+006 1.97782e+006 2.04324e+006  1.04868e+006 1.08609e+006 1.8712e+006 1.8636e+006  1.04868e+006 1.03738e+006 1.76965e+006 1.69893e+006  1.04868e+006 988678 1.67317e+006 1.54843e+006  1.04868e+006 939973 1.58175e+006 1.41133e+006  1.04868e+006 891268 1.4954e+006 1.28685e+006  1.04868e+006 842564 1.41411e+006 1.17423e+006  1.04868e+006 793859 1.33789e+006 1.07267e+006  1.04868e+006 745154 1.26674e+006 981408  1.04868e+006 696449 1.20065e+006 899663 
7.8676e+006 1.2434e+006  1.08193e+006 1.28221e+006 1.88288e+006 2.1187e+006  1.08193e+006 1.23056e+006 1.76305e+006 1.91321e+006  1.08193e+006 1.17891e+006 1.64858e+006 1.72479e+006  1.08193e+006 1.12725e+006 1.53946e+006 1.55264e+006  1.08193e+006 1.0756e+006 1.43571e+006 1.39593e+006  1.08193e+006 1.02395e+006 1.33731e+006 1.25385e+006  1.08193e+006 972302 1.24426e+006 1.12557e+006  1.08193e+006 920651 1.15657e+006 1.01029e+006  1.08193e+006 869000 1.07424e+006 907183  1.08193e+006 817349 997269 815436  1.08193e+006 765698 925653 734232  1.08193e+006 714047 859392 662754 
1.0237e+007 1.32553e+006  1.28487e+006 1.53122e+006 2.59473e+006 2.92424e+006  1.28487e+006 1.47202e+006 2.449e+006 2.65868e+006  1.28487e+006 1.41282e+006 2.30955e+006 2.41401e+006  1.28487e+006 1.35362e+006 2.17637e+006 2.18924e+006  1.28487e+006 1.29442e+006 2.04947e+006 1.98342e+006  1.28487e+006 1.23522e+006 1.92884e+006 1.79556e+006  1.28487e+006 1.17602e+006 1.81449e+006 1.62468e+006  1.28487e+006 1.11682e+006 1.70642e+006 1.46982e+006  1.28487e+006 1.05762e+006 1.60462e+006 1.32999e+006  1.28487e+006 998424 1.5091e+006 1.20422e+006  1.28487e+006 939225 1.41985e+006 1.09154e+006  1.28487e+006 880025 1.33688e+006 990968 
9.13045e+006 1.30152e+006  1.21749e+006 1.43582e+006 1.99616e+006 2.19099e+006  1.21749e+006 1.37872e+006 1.86162e+006 1.96325e+006  1.21749e+006 1.32163e+006 1.73309e+006 1.7549e+006  1.21749e+006 1.26454e+006 1.61057e+006 1.56503e+006  1.21749e+006 1.20745e+006 1.49406e+006 1.39269e+006  1.21749e+006 1.15036e+006 1.38355e+006 1.23698e+006  1.21749e+006 1.09327e+006 1.27906e+006 1.09695e+006  1.21749e+006 1.03618e+006 1.18057e+006 971678  1.21749e+006 979085 1.08809e+006 860246  1.21749e+006 921993 1.00163e+006 761723  1.21749e+006 864902 921167 675183  1.21749e+006 807810 846718 599700 
6.91829e+006 1.31469e+006  1.21026e+006 1.41954e+006 1.86955e+006 2.20674e+006  1.21026e+006 1.36455e+006 1.73989e+006 1.98885e+006  1.21026e+006 1.30956e+006 1.61596e+006 1.78956e+006  1.21026e+006 1.25457e+006 1.49776e+006 1.60801e+006  1.21026e+006 1.19958e+006 1.38529e+006 1.4433e+006  1.21026e+006 1.14459e+006 1.27855e+006 1.29456e+006  1.21026e+006 1.0896e+006 1.17753e+006 1.1609e+006  1.21026e+006 1.03461e+006 1.08225e+006 1.04144e+006  1.21026e+006 979624 992692 935311  1.21026e+006 924635 908866 841618  1.21026e+006 869646 830769 759484  1.21026e+006 814657 758401 688028 
6.78647e+006 1.3709e+006  1.00186e+006 1.22916e+006 1.61914e+006 2.51796e+006  1.00186e+006 1.1846e+006 1.51223e+006 2.3319e+006  1.00186e+006 1.14004e+006 1.40991e+006 2.16104e+006  1.00186e+006 1.09549e+006 1.31219e+006 2.00467e+006  1.00186e+006 1.05093e+006 1.21906e+006 1.86208e+006  1.00186e+006 1.00637e+006 1.13052e+006 1.73258e+006  1.00186e+006 961813 1.04658e+006 1.61546e+006  1.00186e+006 917256 967224 1.51001e+006  1.00186e+006 872699 892466 1.41552e+006  1.00186e+006 828141 822300 1.3313e+006  1.00186e+006 783584 756727 1.25664e+006  1.00186e+006 739027 695748 1.19083e+006 
6.65808e+006 1.35068e+006  1.07693e+006 1.30877e+006 1.73664e+006 2.04742e+006  1.07693e+006 1.26005e+006 1.62232e+006 1.85357e+006  1.07693e+006 1.21133e+006 1.51298e+006 1.67589e+006  1.07693e+006 1.16261e+006 1.40862e+006 1.51363e+006  1.07693e+006 1.11389e+006 1.30923e+006 1.36602e+006  1.07693e+006 1.06517e+006 1.21482e+006 1.23231e+006  1.07693e+006 1.01645e+006 1.12539e+006 1.11173e+006  1.07693e+006 967734 1.04093e+006 1.00353e+006  1.07693e+006 919015 961452 906955  1.07693e+006 870295 886951 821240  1.07693e+006 821575 817427 745628  1.07693e+006 772856 752880 679361 
6.71957e+006 1.34794e+006  952727 1.14902e+006 1.73001e+006 2.12814e+006  952727 1.10709e+006 1.62923e+006 1.95217e+006  952727 1.06517e+006 1.53275e+006 1.79033e+006  952727 1.02324e+006 1.44055e+006 1.64197e+006  952727 981317 1.35265e+006 1.50644e+006  952727 939391 1.26905e+006 1.38307e+006  952727 897465 1.18973e+006 1.27122e+006  952727 855539 1.11471e+006 1.17022e+006  952727 813613 1.04397e+006 1.07942e+006  952727 771687 977535 998162  952727 729761 915386 925798  952727 687836 857530 861666 
6.37061e+006 1.39511e+006  947384 1.12731e+006 1.80429e+006 2.04613e+006  947384 1.08718e+006 1.7043e+006 1.86815e+006  947384 1.04705e+006 1.60844e+006 1.70417e+006  947384 1.00692e+006 1.51671e+006 1.55357e+006  947384 966784 1.42911e+006 1.41569e+006  947384 926652 1.34564e+006 1.28992e+006  947384 886520 1.2663e+006 1.1756e+006  947384 846388 1.19109e+006 1.07211e+006  947384 806256 1.12001e+006 978810  947384 766124 1.05306e+006 895058  947384 725992 990239 820221  947384 685860 931550 753663 
6.46891e+006 1.41676e+006  933441 1.13967e+006 2.05791e+006 2.44066e+006  933441 1.09764e+006 1.95126e+006 2.24241e+006  933441 1.05562e+006 1.84905e+006 2.05922e+006  933441 1.01359e+006 1.75127e+006 1.89041e+006  933441 971570 1.65793e+006 1.73528e+006  933441 929545 1.56902e+006 1.59315e+006  933441 887521 1.48455e+006 1.46334e+006  933441 845496 1.40451e+006 1.34514e+006  933441 803472 1.32891e+006 1.23787e+006  933441 761448 1.25774e+006 1.14085e+006  933441 719423 1.19101e+006 1.05337e+006  933441 677399 1.12871e+006 974764 
6.25957e+006 1.46086e+006  1.21652e+006 1.5087e+006 2.60817e+006 2.99905e+006  1.21652e+006 1.45249e+006 2.46934e+006 2.74579e+006  1.21652e+006 1.39629e+006 2.33638e+006 2.51213e+006  1.21652e+006 1.34008e+006 2.20931e+006 2.29718e+006  1.21652e+006 1.28387e+006 2.08811e+006 2.10003e+006  1.21652e+006 1.22767e+006 1.97279e+006 1.91976e+006  1.21652e+006 1.17146e+006 1.86335e+006 1.75547e+006  1.21652e+006 1.11525e+006 1.75978e+006 1.60625e+006  1.21652e+006 1.05905e+006 1.6621e+006 1.4712e+006  1.21652e+006 1.00284e+006 1.57029e+006 1.3494e+006  1.21652e+006 946633 1.48436e+006 1.23994e+006  1.21652e+006 890426 1.40431e+006 1.14193e+006 
7.3668e+006 1.43459e+006  1.26123e+006 1.51581e+006 2.28003e+006 2.4966e+006  1.26123e+006 1.45614e+006 2.13739e+006 2.24879e+006  1.26123e+006 1.39647e+006 2.00106e+006 2.02147e+006  1.26123e+006 1.3368e+006 1.87103e+006 1.81366e+006  1.26123e+006 1.27713e+006 1.7473e+006 1.62439e+006  1.26123e+006 1.21746e+006 1.62988e+006 1.45269e+006  1.26123e+006 1.15778e+006 1.51875e+006 1.29759e+006  1.26123e+006 1.09811e+006 1.41392e+006 1.15811e+006  1.26123e+006 1.03844e+006 1.3154e+006 1.03328e+006  1.26123e+006 978770 1.22318e+006 922140  1.26123e+006 919099 1.13726e+006 823704  1.26123e+006 859428 1.05763e+006 737005 
6.90854e+006 1.35081e+006  1.08675e+006 1.26322e+006 2.12705e+006 2.61303e+006  1.08675e+006 1.21405e+006 2.00703e+006 2.39786e+006  1.08675e+006 1.16488e+006 1.89219e+006 2.19977e+006  1.08675e+006 1.1157e+006 1.78253e+006 2.01797e+006  1.08675e+006 1.06653e+006 1.67806e+006 1.85166e+006  1.08675e+006 1.01736e+006 1.57876e+006 1.70004e+006  1.08675e+006 968184 1.48464e+006 1.56231e+006  1.08675e+006 919011 1.3957e+006 1.43766e+006  1.08675e+006 869837 1.31194e+006 1.3253e+006  1.08675e+006 820664 1.23336e+006 1.22442e+006  1.08675e+006 771491 1.15995e+006 1.13423e+006  1.08675e+006 722317 1.09173e+006 1.05392e+006 
